Tanggal,NO2,NO2_t-1,NO2_t-2,NO2_t-3
2023-09-05,1.6895458e-05,1.23892105e-05,2.1576228e-05,1.6198266e-05
2023-09-06,3.4803903e-05,1.6895458e-05,1.23892105e-05,2.1576228e-05
2023-09-07,3.1970056e-05,3.4803903e-05,1.6895458e-05,1.23892105e-05
2023-09-08,2.1197455e-05,3.1970056e-05,3.4803903e-05,1.6895458e-05
2023-09-09,3.2714128e-05,2.1197455e-05,3.1970056e-05,3.4803903e-05
2023-09-10,1.7449915e-05,3.2714128e-05,2.1197455e-05,3.1970056e-05
2023-09-15,1.4451304e-05,-2.1844742e-06,8.330669e-06,2.283312e-05
2023-09-16,4.070826e-06,1.4451304e-05,-2.1844742e-06,8.330669e-06
2023-09-17,2.0682646e-05,4.070826e-06,1.4451304e-05,-2.1844742e-06
2023-09-18,2.2741382e-05,2.0682646e-05,4.070826e-06,1.4451304e-05
2023-09-19,1.5599497e-05,2.2741382e-05,2.0682646e-05,4.070826e-06
2023-09-20,1.6593513e-05,1.5599497e-05,2.2741382e-05,2.0682646e-05
2023-09-21,1.567833e-05,1.6593513e-05,1.5599497e-05,2.2741382e-05
2023-09-22,2.677656e-05,1.567833e-05,1.6593513e-05,1.5599497e-05
2023-09-23,2.8749007e-05,2.677656e-05,1.567833e-05,1.6593513e-05
2023-09-24,1.4843846e-05,2.8749007e-05,2.677656e-05,1.567833e-05
2023-09-25,1.373743e-05,1.4843846e-05,2.8749007e-05,2.677656e-05
2023-09-26,1.7891385e-05,1.373743e-05,1.4843846e-05,2.8749007e-05
2023-09-27,-3.14781e-06,1.7891385e-05,1.373743e-05,1.4843846e-05
2023-09-28,2.7625494e-05,-3.14781e-06,1.7891385e-05,1.373743e-05
2023-09-29,2.000153e-05,2.7625494e-05,-3.14781e-06,1.7891385e-05
2023-09-30,2.9649638e-05,2.000153e-05,2.7625494e-05,-3.14781e-06
2023-10-01,2.3792693e-06,2.9649638e-05,2.000153e-05,2.7625494e-05
2023-10-02,1.0709109e-05,2.3792693e-06,2.9649638e-05,2.000153e-05
2023-10-03,2.5844918e-05,1.0709109e-05,2.3792693e-06,2.9649638e-05
2023-10-04,1.2819242e-05,2.5844918e-05,1.0709109e-05,2.3792693e-06
2023-10-05,3.109184e-05,1.2819242e-05,2.5844918e-05,1.0709109e-05
2023-10-06,3.7994498e-05,3.109184e-05,1.2819242e-05,2.5844918e-05
2023-10-07,8.585888e-06,3.7994498e-05,3.109184e-05,1.2819242e-05
2023-10-08,1.57607e-05,8.585888e-06,3.7994498e-05,3.109184e-05
2023-10-09,2.826173e-06,1.57607e-05,8.585888e-06,3.7994498e-05
2023-10-10,1.6903667e-05,2.826173e-06,1.57607e-05,8.585888e-06
2023-10-11,1.9168396e-05,1.6903667e-05,2.826173e-06,1.57607e-05
2023-10-12,1.9004641e-05,1.9168396e-05,1.6903667e-05,2.826173e-06
2023-10-19,1.5693235e-05,2.684439e-05,3.2945427e-05,1.721315e-05
2023-10-20,1.9167253e-05,1.5693235e-05,2.684439e-05,3.2945427e-05
2023-10-21,2.756558e-05,1.9167253e-05,1.5693235e-05,2.684439e-05
2023-10-22,2.9716937e-05,2.756558e-05,1.9167253e-05,1.5693235e-05
2023-10-29,1.8035493e-05,2.6651238e-05,2.759237e-05,1.972413e-05
2023-11-22,-9.923728e-06,-9.695182e-07,1.6001262e-05,1.985121e-05
2023-12-20,5.415137e-05,2.9593484e-05,2.4292724e-05,4.0853007e-05
2024-05-03,1.8660263e-05,1.7576944e-05,7.33278e-06,1.8619146e-05
2024-05-04,3.1876785e-05,1.8660263e-05,1.7576944e-05,7.33278e-06
2024-05-05,2.013236e-05,3.1876785e-05,1.8660263e-05,1.7576944e-05
2024-05-06,1.58537e-05,2.013236e-05,3.1876785e-05,1.8660263e-05
2024-05-07,1.8773979e-05,1.58537e-05,2.013236e-05,3.1876785e-05
2024-05-17,1.0058077e-05,2.08137e-05,4.998293e-06,8.135696e-06
2024-05-18,1.8803466e-05,1.0058077e-05,2.08137e-05,4.998293e-06
2024-05-19,1.3611986e-05,1.8803466e-05,1.0058077e-05,2.08137e-05
2024-05-20,1.0715049e-05,1.3611986e-05,1.8803466e-05,1.0058077e-05
2024-05-21,2.0561069e-05,1.0715049e-05,1.3611986e-05,1.8803466e-05
2024-06-01,1.6158212e-05,5.645758e-06,2.5325167e-05,3.8716903e-06
2024-06-08,1.7968083e-05,2.2790264e-05,2.5609284e-05,3.060128e-05
2024-06-21,3.0599775e-05,1.43297775e-05,1.2803397e-05,2.8870198e-05
2024-06-22,1.3990269e-05,3.0599775e-05,1.43297775e-05,1.2803397e-05
2024-06-23,2.1727006e-05,1.3990269e-05,3.0599775e-05,1.43297775e-05
2024-07-09,4.169831e-05,1.6808704e-05,1.0268116e-05,-1.5265077e-05
2024-07-10,1.1974115e-05,4.169831e-05,1.6808704e-05,1.0268116e-05
2024-07-11,2.822756e-05,1.1974115e-05,4.169831e-05,1.6808704e-05
2024-07-12,2.3606612e-05,2.822756e-05,1.1974115e-05,4.169831e-05
2024-07-13,1.8936827e-05,2.3606612e-05,2.822756e-05,1.1974115e-05
2024-07-14,2.1106638e-05,1.8936827e-05,2.3606612e-05,2.822756e-05
2024-07-15,2.9960669e-05,2.1106638e-05,1.8936827e-05,2.3606612e-05
2024-07-16,1.5850303e-05,2.9960669e-05,2.1106638e-05,1.8936827e-05
2024-07-17,1.4606126e-05,1.5850303e-05,2.9960669e-05,2.1106638e-05
2024-07-18,2.1737307e-05,1.4606126e-05,1.5850303e-05,2.9960669e-05
2024-07-19,4.0688046e-05,2.1737307e-05,1.4606126e-05,1.5850303e-05
2024-07-20,3.2724412e-05,4.0688046e-05,2.1737307e-05,1.4606126e-05
2024-07-21,2.0181653e-05,3.2724412e-05,4.0688046e-05,2.1737307e-05
2024-07-22,1.3024524e-05,2.0181653e-05,3.2724412e-05,4.0688046e-05
2024-07-23,2.1320067e-05,1.3024524e-05,2.0181653e-05,3.2724412e-05
2024-07-24,3.5769583e-05,2.1320067e-05,1.3024524e-05,2.0181653e-05
2024-07-25,3.512209e-05,3.5769583e-05,2.1320067e-05,1.3024524e-05
2024-07-26,2.0832227e-05,3.512209e-05,3.5769583e-05,2.1320067e-05
2024-08-05,3.058126e-05,2.7572754e-05,1.2484562e-05,2.1850678e-05
2024-08-06,3.375056e-05,3.058126e-05,2.7572754e-05,1.2484562e-05
2024-08-11,2.2812052e-05,2.7117692e-05,8.259993e-06,2.1375861e-05
2024-08-13,2.7580101e-05,2.2812052e-05,2.7117692e-05,8.259993e-06
2024-08-14,6.333836e-06,2.7580101e-05,2.2812052e-05,2.7117692e-05
2024-08-15,4.6668163e-05,6.333836e-06,2.7580101e-05,2.2812052e-05
2024-08-16,2.4303841e-05,4.6668163e-05,6.333836e-06,2.7580101e-05
2024-08-17,9.078878e-06,2.4303841e-05,4.6668163e-05,6.333836e-06
2024-08-18,2.563116e-05,9.078878e-06,2.4303841e-05,4.6668163e-05
2024-08-19,3.6946778e-05,2.563116e-05,9.078878e-06,2.4303841e-05
2024-08-20,1.7735445e-05,3.6946778e-05,2.563116e-05,9.078878e-06
2024-08-21,3.5193276e-05,1.7735445e-05,3.6946778e-05,2.563116e-05
2024-08-22,3.296311e-05,3.5193276e-05,1.7735445e-05,3.6946778e-05
2024-08-23,-1.1780977e-05,3.296311e-05,3.5193276e-05,1.7735445e-05
2024-08-24,1.5409856e-05,-1.1780977e-05,3.296311e-05,3.5193276e-05
2024-08-25,1.9638723e-05,1.5409856e-05,-1.1780977e-05,3.296311e-05
2024-08-26,2.0117886e-05,1.9638723e-05,1.5409856e-05,-1.1780977e-05
2024-08-27,1.6526328e-05,2.0117886e-05,1.9638723e-05,1.5409856e-05
2024-09-01,1.8618826e-05,2.7698693e-06,3.9242605e-05,3.107802e-05
2024-09-02,3.930892e-06,1.8618826e-05,2.7698693e-06,3.9242605e-05
2024-09-03,-4.3567965e-07,3.930892e-06,1.8618826e-05,2.7698693e-06
2024-09-15,2.8194696e-05,2.2780525e-05,-1.9070752e-06,3.5712135e-05
2024-09-16,4.0207546e-05,2.8194696e-05,2.2780525e-05,-1.9070752e-06
2024-09-17,4.7621823e-05,4.0207546e-05,2.8194696e-05,2.2780525e-05
2024-09-18,3.0167728e-05,4.7621823e-05,4.0207546e-05,2.8194696e-05
2024-09-19,9.616711e-05,3.0167728e-05,4.7621823e-05,4.0207546e-05
2024-09-20,8.807103e-06,9.616711e-05,3.0167728e-05,4.7621823e-05
2024-09-21,2.1573287e-05,8.807103e-06,9.616711e-05,3.0167728e-05
2024-09-22,1.1818009e-05,2.1573287e-05,8.807103e-06,9.616711e-05
2024-10-07,9.584249e-06,5.449423e-06,1.1768473e-05,1.7968958e-05
2024-10-08,2.5128582e-05,9.584249e-06,5.449423e-06,1.1768473e-05
2024-10-09,-2.826859e-06,2.5128582e-05,9.584249e-06,5.449423e-06
2024-10-10,2.8218037e-05,-2.826859e-06,2.5128582e-05,9.584249e-06
2024-10-28,2.1833483e-05,2.6172522e-05,2.5398347e-05,5.0197606e-05
2024-10-29,3.1286272e-05,2.1833483e-05,2.6172522e-05,2.5398347e-05
2025-04-29,3.3202512e-05,2.3990486e-05,2.5057096e-05,1.8977016e-05
2025-04-30,1.8681596e-05,3.3202512e-05,2.3990486e-05,2.5057096e-05
2025-06-18,4.7062073e-05,1.2419055e-05,1.67554e-05,1.6917798e-05
2025-07-10,2.1980723e-05,2.3388086e-05,2.648494e-05,-7.611842e-05
2025-07-11,2.1809004e-05,2.1980723e-05,2.3388086e-05,2.648494e-05
2025-07-19,1.2809164e-05,2.1565975e-05,2.286882e-05,1.4809425e-05
2025-07-20,3.3676464e-05,1.2809164e-05,2.1565975e-05,2.286882e-05
2025-07-21,1.8778846e-05,3.3676464e-05,1.2809164e-05,2.1565975e-05
2025-07-22,9.566147e-06,1.8778846e-05,3.3676464e-05,1.2809164e-05
2025-07-23,1.5951076e-05,9.566147e-06,1.8778846e-05,3.3676464e-05
2025-07-24,-1.9171432e-06,1.5951076e-05,9.566147e-06,1.8778846e-05
2025-08-02,2.509839e-05,2.505922e-05,2.263534e-05,2.263275e-05
2025-08-03,6.276441e-06,2.509839e-05,2.505922e-05,2.263534e-05
2025-08-09,2.436963e-05,-1.926065e-05,1.1547441e-05,-3.568622e-07
2025-08-10,2.2770326e-05,2.436963e-05,-1.926065e-05,1.1547441e-05
2025-08-11,2.7224683e-05,2.2770326e-05,2.436963e-05,-1.926065e-05
2025-08-12,1.951697e-05,2.7224683e-05,2.2770326e-05,2.436963e-05
2025-08-13,1.6087e-05,1.951697e-05,2.7224683e-05,2.2770326e-05
2025-08-14,2.245913e-05,1.6087e-05,1.951697e-05,2.7224683e-05
2025-08-15,2.0566247e-05,2.245913e-05,1.6087e-05,1.951697e-05
2025-08-16,9.635056e-06,2.0566247e-05,2.245913e-05,1.6087e-05
2025-08-17,-2.2265796e-05,9.635056e-06,2.0566247e-05,2.245913e-05
2025-08-25,1.7044396e-05,7.754574e-06,9.816109e-06,5.646204e-06
2025-08-26,4.808887e-05,1.7044396e-05,7.754574e-06,9.816109e-06
2025-08-27,4.606349e-05,4.808887e-05,1.7044396e-05,7.754574e-06
2025-08-28,1.6854394e-05,4.606349e-05,4.808887e-05,1.7044396e-05
2025-08-29,3.3183514e-05,1.6854394e-05,4.606349e-05,4.808887e-05
2025-09-03,2.8754435e-05,1.09652365e-05,1.0056966e-05,1.0716159e-05
2025-09-04,1.2233079e-05,2.8754435e-05,1.09652365e-05,1.0056966e-05
2025-09-05,2.0857417e-05,1.2233079e-05,2.8754435e-05,1.09652365e-05
2025-09-06,2.5056019e-05,2.0857417e-05,1.2233079e-05,2.8754435e-05
2025-09-07,1.9035875e-05,2.5056019e-05,2.0857417e-05,1.2233079e-05
2025-09-08,5.4985735e-06,1.9035875e-05,2.5056019e-05,2.0857417e-05
2025-09-09,4.69006e-05,5.4985735e-06,1.9035875e-05,2.5056019e-05
2025-09-14,2.3815153e-05,2.1047113e-05,2.7622957e-05,1.0712901e-05
2025-09-15,1.3206248e-05,2.3815153e-05,2.1047113e-05,2.7622957e-05
2025-09-24,3.6946414e-05,2.4432536e-06,1.4591415e-05,1.1336947e-05
2025-09-25,1.2815156e-05,3.6946414e-05,2.4432536e-06,1.4591415e-05
2025-09-26,3.8205686e-05,1.2815156e-05,3.6946414e-05,2.4432536e-06
2025-09-27,2.8449056e-05,3.8205686e-05,1.2815156e-05,3.6946414e-05
2025-09-28,-1.0519759e-06,2.8449056e-05,3.8205686e-05,1.2815156e-05
2025-10-05,1.2716135e-05,2.9239342e-05,3.4205736e-05,1.4363215e-05
2025-10-10,1.2362506e-05,2.9775083e-05,3.0388752e-05,2.170527e-05
2025-10-11,6.176407e-06,1.2362506e-05,2.9775083e-05,3.0388752e-05
